"cliente_id","ventas"
"366IIFBB",39310021.6335925
"366IIID8",23838738.3561123
"366IIIIF",26419216.6363477
"366IIPBF",31408589.4688272
"366IN8F6",29062747.2840818
"366IP33P",36864896.0720898
"366IP3BB",15004446.8719919
"366IP3I8",15132753.671575
"366N3D8I",122018698.064807
"3680006D",32146708.6513339
"368000II",30787003.9919836
"3680NPFB",74661253.2540966
"36830P3F",32858554.3931433
"368368P3",29351235.7368096
"368368PF",34367194.5812768
"36836BIP",46475918.4922868
"36836P80",26338438.8584324
"36836P8D",28170957.7801667
"3683F0B0",48746518.7874312
"3683F0DB",67709367.7166467
"3683F0N0",18247307.8123414
"3683I8BF",51702592.9308712
"368603N0",14238937.1555746
"36866B68",41669238.0251719
"36866D88",28451538.0504777
"36866NN3",22101291.5842399
"3686FP0D",303468926.244625
"3686IDN8",28927148.4946633
"3686PB08",15567780.962481
"3686PBFF",49842992.5078129
"36886F8B",56722394.977037
"368I3I06",74762156.6613671
"368I3IB0",22700543.9524054
"368IF66F",13175670.0523654
"368IFF0P",11063845.837153
"368IFIP8",15652601.6511259
"368IFIPP",14781921.895736
"368IFP8P",27783392.4685424
"368IFPPN",18574737.3437049
"368INDDF",19836763.5542069
"368N6863",42773043.3351605
"368N83DN",15997702.4682921
"368NB808",37013516.8176977
"368NI3P6",20507382.8810363
"368NI6IB",40241216.2315498
"368NID88",16787407.5175715
"36B666DB",106991927.428669
"36BD6P68",42583960.0394841
"36BD6PF3",16390653.3760769
"36BD6PPF",70930998.0217723
"36BDFINF",22037795.6221836
"36BDFPNN",16827776.2784772
"36BF3D63",15060463.4479419
"36BF3FI0",51721199.9243741
"36BF3PDF",14923649.1174875
"36BF60DI",41108255.0534884
"36BF60N0",15187983.9330835
"36BF868I",14972538.2849864
"36BF8B30",26730326.5678653
"36BF8DPF",21060390.9433127
"36BF8FPB",17114615.0150642
"36BFB3D6",15979955.1125278
"36BFB3DN",41055978.5001359
"36BFBDDP",38053476.650463
"36BFBNIF",17173503.6642519
"36BFD033",15605336.9765092
"36BFD3FD",82897567.8689879
"36BFD63N",18067780.3485618
"36BFD8PF",28757546.8146325
"36BFDBBF",19148051.9119482
"36BFDD0P",31613541.0329516
"36BFDD66",41819584.4975252
"36BFDF3I",37687366.726065
"36BFDFIB",15945085.8395471
"36BFDNN3",11849674.625933
"36BFDPBF",14835245.7849545
"36BFI3D0",14999909.2452171
"36BFIBN8",14877950.7114466
"36BFIBNB",19266986.6057642
"36BFIF8B",25944883.9328461
"36BFIFB0",14834502.0309956
"36BFIPN0",30682836.7488475
"36BFN0DP",19482000.362143
"36BFN0IP",45163947.6507188
"36BFN33B",16358600.3932313
"36BFN33I",98069353.2174591
"36BFN3PB",24323168.5163787
"36BFN86I",39856682.4167863
"36BFNBI0",14912741.7135536
"36BFNDN8",18570255.3607458
"36BFNDPN",23649194.450566
"36BFNI36",14919738.2679741
"36BFNNIB",12271054.3654812
"36BFNNND",42073441.004418
"36BN0000",16777813.213862
"36BN0068",68852600.9276719
"36BN0B0D",17248670.4334658
"36BN0BN8",16169188.1547179
"36BN0I0D",22602517.9404882
"36BN0IPF",31378018.1166187
"36BN0NBI",22625141.9755409
"36BN0NN0",35269271.4023064
"36BNF3FI",21499395.1846753
"36BP8NDI",27277756.4776703
"36BPD3DF",53026313.1907666
"36BPDIFN",15384562.8488071
"36BPN6FB",22108963.3561415
"36BPNFPI",39974714.3633325
"36D336I0",16251778.5537486
"36D336IB",35736772.1621426
"36D33B3B",40933504.2178601
"36D33FBD",15281247.6234186
"36D3DBDF",16712702.0547403
"36D6F63N",24220564.9430152
"36D6FN3P",42506679.7730533
"36D8383B",14919738.2679741
"36D83I8N",26606678.4732709
"36D8D06P",57236070.2230828
"36D8DN60",35491735.8493547
"36DBB8ND",15212301.7791935
"36DBBB0N",27521427.7821263
"36DBBBI6",15004446.8719919
"36DBBI8F",14772106.1796521
"36DBBIB3",45294827.8785385
"36DBI38P",21515196.8188113
"36DD80FN",36333040.8527693
"36DDFB8N",20370348.4533134
"36DDFD3P",12704524.0881803
"36DDI88N",20412415.4991359
"36DDI8I3",18655366.4436546
"36DDII0D",92416729.7370356
"36DDII0P",28235399.7211793
"36DDIIBI",14912741.7135536
"36DF888D",47129048.7670018
"36DF88DB",32361527.608858
"36DF8BBN",14834502.0309956
"36DF8IDD",72014324.8249538
"36DFF83F",27613659.8528818
"36DFF883",15444639.4478479
"36DFFN0N",26121161.446172
"36DFFNB8",28358747.0304888
"36DFP368",38203599.3062242
"36DFP3P0",19187182.1152041
"36DFP808",64364562.4128156
"36DIDFBF",14834502.0309956
"36DIDFN8",33061282.6842693
"36DINBPN",15825345.9528676
"36DN088N",81567218.2784285
"36DN0INI",43084256.6736408
"36DN8686",15941914.1893098
"36DN86NN",15236497.152611
"36DN88N8",17616402.9493099
"36DN8B06",14160939.0483593
"36DN8I80",15156082.4905304
"36DN8IBD",65740599.7979715
"36DN8IDD",20469039.2782953
"36DN8IPB",23899046.8416316
"36DNBBN0",32630335.3611348
"36DNBINI",14843174.0704802
"36DNBNBP",55313917.520635
"36DNBNFD",34646680.3406661
"36DNBNFP",40036798.2031787
"36DNBNNP",13838138.4540916
"36DNBNPN",20878631.5157609
"36DNBP0F",19895335.7214465
"36DND8BP",16040121.029338
"36DND8P3",268412076.530553
"36DNDD38",14936369.8324675
"36DNDD6N",14713192.9435605
"36DNDD8I",43447851.7466486
"36DNDDD3",31819029.5717523
"36DNDDD8",8409307.52284209
"36DNDN3N",25195015.223032
"36DNDNPF",39558533.1336451
"36DNDP03",6678787.33080855
"36DNDPID",68403070.6069418
"36DNFF08",14993976.0023899
"36DNN006",52997372.9905325
"36DNNBID",73952854.207868
"36DNNIFN",27940530.9857921
"36DNNNFD",26210107.6724909
"36DPF0IP",30081508.9105844
"36DPF6II",44748470.3869174
"36DPF86I",41165242.8250551
"36DPFBN3",14890227.0443819
"36DPFBP8",17579566.1024091
"36DPFD0F",51724503.6852186
"36DPFDF6",19358084.8246583
"36DPFIFN",18419823.6423123
"36DPFNPN",14857967.138395
"36DPFPNP",24001913.662057
"36DPP3P0",24433077.8540316
"36DPP66B",38917334.9625145
"36DPP6BF",14324125.670964
"36DPPFB8",36685011.7223061
"36DPPFI0",15004446.8719919
"36DPPP86",19504752.1334223
"36DPPP8B",56740574.0498713
"36DPPPII",15016507.412194
"36F0FNP0",63896405.3639635
"36F0P8B0",16424349.7459599
"36F0PB8B",22631156.6215801
"36F33666",7042959.63696836
"36F336N0",56242260.0272413
"36F33FND",35236423.1769227
"36F33I38",76267925.8052142
"36F33P60",16795978.3317035
"36F3BPP6",43161428.651252
"36F3D8FD",30864468.7353327
"36F3D8NB",34952602.195989
"36F3DB60",12701405.3818767
"36F3DDD3",14912741.7135536
"36F3DDFB",20069049.8517495
"36F3DDN6",14912741.7135536
"36F6BB8N",36321699.4947278
"36F888II",50882840.1657711
"36F88FDF",48825267.0376309
"36F88PFB",81534929.8866237
"36F8I0DP",14912741.7135536
"36F8I0F8",16859984.5135904
"36F8I0NF",32151132.0916506
"36F8I33P",19802848.6825571
"36F8I36I",73551040.1474321
"36F8INDI",23273989.6628876
"36F8INPB",48901282.43874
"36FB8BB8",82495883.264727
"36FB8I0F",16101131.2309759
"36FBD833",36275223.8625797
"36FBD8BI",14859584.9853162
"36FBDB8D",24584570.0246087
"36FBDBBP",26558240.0648979
"36FD0868",24942232.7946565
"36FDNI06",16166631.5489509
"36FF3D68",39897505.0728182
"36FF3DIP",18401701.9794317
"36FF6FFD",17651870.7155145
"36FI380P",44829407.4436569
"36FI3DFN",35785515.4750648
"36FI3DPB",64305765.1590429
"36FI3DPF",22157132.8807452
"36FI3IN0",65525266.4515903
"36FI3PBB",15347726.7521042
"36FIN3DD",22216183.0511671
"36FN668P",21990372.72864
"36FN6NB0",26516685.2873956
"36FND6N6",20382514.71334
"36FNDPN8",12965921.6282501
"36FNN3N3",33760394.0848513
"36FNNDFP",56509861.3729106
"36FNP6N8",41724214.3590428
"36I0PDPI",14842588.490427
"36I3306I",18129776.4657354
"36I3PDBP",32386404.4440413
"36I83D3I",19883096.1351117
"36ID0BPF",37423490.1835938
"36IF08PI",28611539.658915
"36IFDF38",16172051.1505986
"36IFDPF6",195677990.721147
"36IFDPF8",27846159.0123443
"36IFDPPP",22717634.2418933
"36IFF0P8",15317801.7376211
"36IFFP38",20786026.9293867
"36II683I",16226371.4924844
"36II6B6N",36809283.2593168
"36II6D3F",16061865.4653521
"36II6DNB",25779337.5665395
"36II6P63",14912741.7135536
"36II6P8P",18979400.3675995
"36II6PD6",44170136.5474328
"36II8608",35142136.7352084
"36III8N6",66666263.1563475
"36IN068B",16332335.6365403
"36INDFD8",19100527.7272814
"36INDINP",12600205.5407074
"36INDPB3",29733582.2563667
"36INDPPP",15644557.2028576
"36INFIFF",24951798.6516336
"36INI8BF",23787510.8883902
"36IP36D0",24630124.6975319
"36IPBBDP",20881089.0768831
"36IPBFIN",16920979.9118633
"36IPIF3P",47117779.3409542
"36IPIP3D",36600949.3034873
"36IPIP6N",14912741.7135536
"36N03BNF",23847762.0097495
"36N03NF3",18691532.0868677
"36N0D33D",15516783.488168
"36N0FB30",68289511.6012045
"36N0N863",14860145.8801958
"36N0N8P8",43759266.7355179
"36N0NIN6",54763506.5951523
"36N3I083",27114039.006595
"36N3I3DF",58416286.3227562
"36N83NBD",19160162.8002192
"36N8P808",16499167.1297509
"36NB603F",50972872.4387714
"36NB6IBD",14789755.5586345
"36NB6PDB",34512733.0883474
"36NBBD38",31346890.5573135
"36NBBDD3",13398430.9767294
"36NBD3NB",43864501.5808529
"36NBDF0N",107656274.75972
"36NBFF60",42764919.3276146
"36NBFFPN",32706649.7426725
"36ND003P",30576002.0925141
"36ND033F",39334776.0256404
"36ND03BP",60994582.7008486
"36ND03FI",33596061.4003913
"36ND0NNP",29608565.8841823
"36NDDI6I",12694896.0356098
"36NDDI80",15874296.5420803
"36NDF88F",16273216.8878889
"36NDFB3B",13293331.5376569
"36NDN3FN",16377247.8952377
"36NDNDFP",15004446.8719919
"36NDNN83",20115204.1582668
"36NDNNI8",16733139.976608
"36NDP6B6",16024189.6271223
"36NDP6N8",34757947.7128993
"36NDP808",20141609.9784088
"36NDPIDD",34527715.0133374
"36NDPIF0",20610962.8954895
"36NDPIFF",81272328.3783469
"36NFDP86",36051463.0887867
"36NFNBNI",14845115.897816
"36NN003B",33600488.2767902
"36NND08I",52795513.1002085
"36NND0N8",16348476.7710005
"36NND0PP",17327110.2093375
"36NPFIF6",21689005.7248054
"36P86B6P",24805758.8206032
"36PD03IN",61787669.2464059
"36PD0BB0",49910548.5008799
"36PD0BB3",31121348.6092961
"36PD0BNF",14869796.1051646
"36PDB363",8461176.09619609
"36PDBD0I",14837843.7725131
"36PDDFBD",24231529.0750991
"36PIPDFI",36460392.2157701
"380D6BBB",20795895.7643634
"3860FNPD",44273785.7971966
"3860IF0B",29346283.7891569
"3866IN38",15660979.9799848
"386D0PP0",59346687.9151049
"386FI8N0",15340707.8184915
"386PF6II",13544163.5320526
"388068P3",14711678.603889
"3880INII",17205036.5192834
"388BINFB",20850342.7973528
"388IDPN0",14711678.603889
"388N3N30",73624626.2286078
"388NI0P6",30576656.3142326
"388NII6B",50816326.6061295
"388P003D",14866555.9955378
"38B3P6BB",30235920.6911875
"38B6N30B",14930343.8970333
"38B8033F",29398916.3830494
"38BDF60B",57279971.153225
"38F3D8B3",15758929.9009877
"38F3IDNB",42198994.9661621
"38F3NPN3",81287288.3729032
"38F800FD",15506318.3616825
"38F83P66",35404208.2550443
"38FB3NNN",15070227.6958618
"38FB633D",-7913313.24227006
"38FB8BND",13711297.2506563
"38FD360D",29601804.1963197
"38FD3836",67297524.8956071
"38FD8P0B",20397387.1331535
"38FDPID0",26183956.7296323
"38FN80FF",16733725.310743
"38FP0F8I",34923393.6966924
"38FP0IIF",16913838.6540156
"38I8N8B0",32652561.3271711
"38II36IN",23476467.8469762
"38IN36PN",12282967.9962187
"38ND0606",39490747.8916641
"38NF030N",35012632.8713071
"38NNIINB",12845966.0131707
"38NPF36P",33965844.8192856
"38P633II",20270742.8451691
"38P6608D",37720999.3691163
"38P6BNF8",16654732.1715703
"38P8DIP3",17764803.2410671
"38PB8I8B",26339312.7000329
"38PBN60N",22969888.6423789
"38PPFND6",14720582.9166293
"3B00FPP6",62526427.6196019
"3B00IPNB",14765396.6172168
"3B03B68I",13618788.3416833
"3B06FF08",15053354.8847942
"3B386IDI",78329599.7782899
"3B3FF8P8",17382475.3375649
"3B3IN0B6",14711678.603889
"3B3N0P0F",40431250.632484
"3B3N30NN",95733480.4384386
"3B3N3PI0",17084971.8404358
"3B3NN3PP",14711678.603889
"3BB08FNB",26129271.7476825
"3BB08FNN",27289886.7259645
"3BB0B0FP",19466698.793225
"3BB0D36B",18789334.434726
"3BB38DBI",34696907.0131732
"3BB3B336",32215948.4720228
"3BB3FDBP",31274808.3681202
"3BB3ID63",13946082.2774645
"3BD0DIFF",14711678.603889
"3BD36880",37879124.3186793
"3BD368PN",20971002.6454012
"3BD3IN80",51678684.1010341
"3BD68B38",30684667.0897597
"3BD6BFP6",21767340.2707315
"3BD6D30I",17624592.8875384
"3BD6F83P",28754221.3933761
"3BD6IB0F",52109615.1296486
"3BD88B33",18368908.2391016
"3BDB6D0B",39232086.934258
"3BDB83F0",27097694.2457948
"3BDB8D0B",62170552.6404869
"3BDB8NNI",23474556.516171
"3BDBB3P0",15050261.2219908
"3BDDPN3B",71885160.0149393
"3BDF3PI3",35034087.5076171
"3BDI8IBN",25937426.0106469
"3BDI8NIP",29958877.2818174
"3BDIFIIN",30285473.1497634
"3BDIP68I",31264633.4556254
"3BDIP6BP",25967497.1522491
"3BDND033",43805328.3405899
"3BN0030I",117700662.859072
"3BN0B3N3",16356427.1437521
"3BN33BIN",24836507.5090772
"3BN33PI3",42403840.8937358
"3BN63I3P",14687985.5476343
"3BN6FII6",30735909.1829286
"3BN6NFN0",17962838.9639852
"3BN86B00",20965482.2264319
"3BN86B6P",21370223.1061208
"3BN86D36",45738500.7589841
"3BN8N8NN",106988244.447881
"3BNB03PB",20833770.6668641
"3BNB303P",34474678.3783864
"3BNB6BB6",30485439.7913341
"3BNBNF36",42158980.3754131
"3BNBNNND",46158419.0892722
"3BNBPN6N",17662733.1275032
"3BNDB6FN",24848913.7387008
"3BNDFF60",28936882.178
"3BNF30IN",51898384.0745463
"3BNFN068",36584681.2867655
"3BNFNN0B",27121981.7872464
"3BNFPB3N",64634505.2577794
"3BNFPFB6",29929575.2926245
"3BNI80BI",59838201.2389974
"3BNIB80B",76335159.8815386
"3BNIBII0",69427694.0749594
"3BNIIDI0",31556454.9708319
"3BNN6308",14519528.2937315
"3BNPDD0P",18720135.1224318
"3BPFN8PF",33525342.8632637
"3D0F60NP",38568145.0463201
"3D0FBI80",13993874.8981436
"3D3680D0",14921453.2708674
"3D3B6P6F",30389340.3904898
"3D3BF8NF",26441826.52822
"3D3I6N0B",22451197.746186
"3D3NN3BD",60848963.7939682
"3D600688",70432788.6931441
"3D66FBPI",14699501.5140772
"3D6BNPPI",68400850.9341938
"3D6FI88D",9908318.40883421
"3D6NFNNP",29808113.9298209
"3D80PDFI",14873388.524652
"3D86BPF6",18723534.3051891
"3D8D0IN0",16644996.3299977
"3D8DN63F",17383471.7995986
"3D8PDFI6",20275802.6883371
"3DBBD808",14898594.6211755
"3DDB3B3D",258560326.439298
"3DDDIPPD",159713966.710614
"3DDID8BB",24969748.9682152
"3DDNNPDN",16120199.6383685
"3DDNP3FP",27017573.5433821
"3DDP63PD",49919016.5600434
"3DDPIF0P",25940447.4642394
"3DF303PI",14699501.5140772
"3DF3I63N",18935664.4495671
"3DF3IBDP",14699501.5140772
"3DF83NI8",19132748.4947898
"3DF8INIP",15825766.418176
"3DFB0B6P",52065987.4313577
"3DFIFP33",41062181.9475216
"3DI60NFF",18498608.1796257
"3DIB0DFB",28808061.6186422
"3DIBN008",15159498.5500887
"3DIDIBDB",14699501.5140772
"3DINBN8N",14699501.5140772
"3DIPDBN8",15579912.31186
"3DIPDPPD",19487569.3889968
"3DN3DIP8",39082393.3208896
"3DN3F8DN",21767475.5211029
"3DNB8ND6",56937994.6938326
"3DNDN33D",29654516.2067135
"3DNFPND8",18898910.4952944
"3DNNFIB8",14687985.5476343
"3DP6D6BD",17273041.8894483
"3DPFPNIN",14229251.8401385
"3DPPDN6N",16533419.6518382
"3F00DDFN",15251965.5431049
"3F030D63",27296168.4474458
"3F036D0F",14697469.0860761
"3F03FPII",27648636.4665852
"3F06I63P",38803634.1493635
"3F083DFI",16063808.0002867
"3F088N36",18623416.9910138
"3F08N668",55753765.4731267
"3F0B6F8N",25492727.7995253
"3F0BD6B8",25656442.1198886
"3F0BP3BB",20127685.9157238
"3F0D8I30",26641652.8046846
"3F0DNNN8",15200620.3838878
"3F0DPIII",14697469.0860761
"3F0FNN30",23046742.4199988
"3F0I3N6I",81951010.1945342
"3F0ID36I",15503744.663543
"3F0IDD3N",35465224.2493067
"3F0N3BP8",23249267.6066127
"3F0N6F66",22667534.6351207
"3F0NB0F0",64757459.5479427
"3F0NDI88",52923157.5679089
"3F0NIIIF",15869017.7953422
"3F0NINBB",14697469.0860761
"3F0P3BND",10296521.7340671
"3F0P6DFP",83755776.1201478
"3F0PB36I",22390556.0875296
"3F0PI6DI",30687781.8793879
"3F3006ND",47481209.6039144
"3F300FPP",13056777.1252356
"3F3086ND",14697469.0860761
"3F30BDFB",58345209.1542274
"3F33N03P",5636139.46092487
"3F33P608",51837889.4849544
"3F3638DB",70070763.9755905
"3F3680BP",25247313.2702335
